user	date	lon	lat
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:51:23+00:00	5.4662666	43.454895
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:51:43+00:00	5.4662383	43.4549049
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:52:00+00:00	5.466215	43.4549116
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:52:09+00:00	5.4662	43.4549133
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:52:25+00:00	5.4660966	43.4549449
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:52:26.890000+00:00	5.466093056	43.454948417
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:52:44+00:00	5.4660816	43.4549516
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:52:54+00:00	5.4661066	43.4549433
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2024-09-29T16:53:18+00:00	5.4660416	43.45496
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:19:26.476000+00:00	-9.918832778	53.549186694
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:20:19.480000+00:00	-9.91819475	53.549045556
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:20:23.627000+00:00	-9.918177583	53.549045556
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:20:58.158000+00:00	-9.917687389	53.549053167
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:21:40.336000+00:00	-9.917387944	53.548988333
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:22:24.216000+00:00	-9.917050361	53.548873889
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:26:32.304000+00:00	-9.944216722	53.551593778
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:51:28.822000+00:00	-9.923221583	53.549148556
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:52:13.112000+00:00	-9.922869667	53.549129472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:52:28.809000+00:00	-9.922891611	53.549198139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:52:37.121000+00:00	-9.922923083	53.549236278
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:52:54.143000+00:00	-9.923192972	53.549335472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:54:26.528000+00:00	-9.923042278	53.549270611
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:54:32.577000+00:00	-9.922958361	53.549266806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:54:36.490000+00:00	-9.922938333	53.54927825
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:54:54.899000+00:00	-9.922833417	53.549377417
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:55:54.172000+00:00	-9.922465306	53.549335472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:56:01.868000+00:00	-9.922423361	53.549343083
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:56:21.465000+00:00	-9.922242139	53.54927825
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:56:35.076000+00:00	-9.922112444	53.549266806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:57:59.522000+00:00	-9.934887861	53.547000861
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:58:43.710000+00:00	-9.934557889	53.546627028
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:59:23.360000+00:00	-9.934287056	53.546314222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:59:45.773000+00:00	-9.934245083	53.546283722
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:59:58.610000+00:00	-9.934177389	53.546272278
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:00:54.384000+00:00	-9.933754917	53.546329472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:01:13.640000+00:00	-9.933502194	53.546340917
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:01:32.394000+00:00	-9.933272361	53.546363806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:02:07.222000+00:00	-9.932763083	53.546409583
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:02:33.466000+00:00	-9.932382583	53.546401972
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:02:39.278000+00:00	-9.932307222	53.546398139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:03:15.799000+00:00	-9.931898111	53.546398139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:03:21.945000+00:00	-9.93183325	53.546379083
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:03:28.192000+00:00	-9.931772222	53.546371444
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:03:41.805000+00:00	-9.931665417	53.546421028
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:03:49.746000+00:00	-9.931641556	53.546466806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:03:54.642000+00:00	-9.931608194	53.546466806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:04:02.279000+00:00	-9.931588167	53.546474444
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:04:21.332000+00:00	-9.931427	53.546501139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:04:40.723000+00:00	-9.931260083	53.546504972
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:04:55.552000+00:00	-9.931110361	53.546501139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:05:02.314000+00:00	-9.931059833	53.546501139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:05:14.446000+00:00	-9.930928222	53.546501139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:05:31.296000+00:00	-9.930756556	53.546527861
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:05:41.766000+00:00	-9.9306545	53.546516417
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:05:49.740000+00:00	-9.930560111	53.546520222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:05:58.215000+00:00	-9.930477139	53.546535472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:06:09.365000+00:00	-9.93040275	53.546588889
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:06:16.122000+00:00	-9.930356972	53.546619389
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:06:41.124000+00:00	-9.930210111	53.546634667
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:06:52.812000+00:00	-9.930128083	53.546619389
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:07:09.668000+00:00	-9.929965	53.546634667
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:07:20.812000+00:00	-9.92985725	53.546676611
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:36:56.195000+00:00	-9.939109778	53.551399222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:36:59.206000+00:00	-9.939086889	53.551410667
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:37:05.892000+00:00	-9.939067833	53.551422111
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:37:51.070000+00:00	-9.938722583	53.551773056
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:38:00.999000+00:00	-9.938753111	53.551788306
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:38:56.243000+00:00	-9.938690167	53.551311472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:39:38.002000+00:00	-9.938512778	53.551029194
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T16:15:48.409000+00:00	-9.912137028	53.545738194
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T16:16:39.614000+00:00	-9.912407861	53.545547472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T16:16:51.354000+00:00	-9.91252325	53.545520778
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:25:58.067000+00:00	-9.950292583	53.55763625
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T16:35:25.141000+00:00	-9.920367222	53.547088611
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:46:38.680000+00:00	-9.914672833	53.548233028
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T16:25:54.181000+00:00	-9.916048028	53.545597056
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:28:49.388000+00:00	-9.943158139	53.551418278
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:30:23.288000+00:00	-9.942856778	53.551277139
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:17:44.392000+00:00	-9.919458389	53.549415583
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T15:57:20.739000+00:00	-9.913697222	53.547836278
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:23:52.313000+00:00	-9.94463825	53.551403028
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T13:24:02.371000+00:00	-9.944502806	53.551433556
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:28:28.781000+00:00	-9.929632167	53.546726222
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:28:40.870000+00:00	-9.92944525	53.546813944
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:28:48.684000+00:00	-9.929347972	53.546844472
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:29:08.286000+00:00	-9.929144833	53.546981806
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:29:26.597000+00:00	-9.928924556	53.547080972
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:29:37.103000+00:00	-9.928867333	53.547100056
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:29:46.392000+00:00	-9.928873056	53.547142028
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:29:50.786000+00:00	-9.928852056	53.547180167
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:29:58.214000+00:00	-9.928832028	53.547241194
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:30:11.425000+00:00	-9.928782444	53.54733275
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:30:23.183000+00:00	-9.928703306	53.547374722
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:30:40.915000+00:00	-9.928645111	53.5474205
ed9fa131-af4e-42f6-8e3c-ed8bf742b139|sykul	2025-01-02T14:30:44.633000+00:00	-9.928625083	53.547443389
