id	user	date	date_kind	lon	lat	accuracy	url
68b7e4293a3779100b163547	house3d	2025-09-02T17:00:00.000Z	acquisition_start	105.85145	21.020573	0.024770000000001687	https://map.openaerialmap.org/#/105.8514495,21.020573499999998,14/square/68b7e4293a3779100b163547
664f1d7049dd860001fae14c	ductt	2024-05-22T17:00:00.000Z	acquisition_start	105.730586	21.046122	0.04999737005129644	https://map.openaerialmap.org/#/105.7305855,21.046121999999997,14/square/664f1d7049dd860001fae14c
