id	user	user_id	date	date_kind	lon	lat	pos_accuracy	geoprivacy	quality_grade	photo_url
1610016	qvuong	102723	2015-06-07	observed_on	105.4688000	21.0865270		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/1979497/square.jpg
2588438	fabiocianferoni	139942	2013-06-03	observed_on	105.7120820	21.3844640	50	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/2892567/square.JPG
2588440	fabiocianferoni	139942	2013-06-03	observed_on	105.7071930	21.3411560	5000	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/2892569/square.JPG
2588507	fabiocianferoni	139942	2013-06-04	observed_on	105.6407740	21.4550990	2000	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/2892665/square.JPG
3171078	alaingoyette	237869	2016-03-06	observed_on	105.3185146	20.6394470	17544	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/3667360/square.jpg
3930706	wyng	309726	2016-08-20	observed_on	105.6222612	21.4174687	1376	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/4626838/square.jpeg
4002817	wyng	309726	2016-08-30	observed_on	105.6242370	21.4199532	344	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/4726830/square.jpg
4449820	danielle43	288455	2016-10-28	observed_on	105.8193520	21.0606251	24	open	casual	https://static.inaturalist.org/photos/5360287/square.jpeg
4564031	yoonachun	322625	2016-09-18	observed_on	105.8376288	21.0223015	61	open	casual	https://inaturalist-open-data.s3.amazonaws.com/photos/5513204/square.jpg
4565371	yoonachun	322625	2016-09-20	observed_on	105.8511043	21.0298725	61	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/5514754/square.jpg
4565431	yoonachun	322625	2015-09-21	observed_on	105.8296198	21.0022607	15	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/5514871/square.jpg
4917613	thanhnhan	165200	2015-12-02	observed_on	105.8341598	21.0277644	5054	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/5988179/square.jpeg
5027415	trcarlisle	81949	2016-12-22	observed_on	105.8341600	21.0277640	5261	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6154132/square.jpg
5073184	thanhnhan	165200	2015-12-30	observed_on	105.8341598	21.0277644	5054	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6227109/square.jpeg
5081329	csmitelli	376435	2016-10-07	observed_on	105.8340454	21.0222561	3906	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6239937/square.jpeg
5106622	csmitelli	376435	2016-10-07	observed_on	105.8437228	21.0248828	1953	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6278848/square.jpeg
5147230	wlw	301410	2017-02-21	observed_on	105.8598783	21.0240417		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6339876/square.jpg
5177053	trcarlisle	81949	2016-12-22	observed_on	105.8533030	21.0305630		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6384516/square.jpg
5244023	trcarlisle	81949	2016-12-23	observed_on	105.8353330	21.0400220		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6486677/square.jpg
5248850	trcarlisle	81949	2016-12-23	observed_on	105.8340450	21.0378490		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6494309/square.jpg
5261201	trcarlisle	81949	2016-12-23	observed_on	105.8335740	21.0382090		open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6511073/square.jpg
5264855	trcarlisle	81949	2016-12-23	observed_on	105.8343672	21.0391804	65	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6516463/square.jpg
5264856	trcarlisle	81949	2016-12-23	observed_on	105.8346355	21.0390853	31	open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6516464/square.jpg
5386372	trcarlisle	81949	2016-12-23	observed_on	105.8521950	21.0307050		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6615240/square.jpg
5387404	trcarlisle	81949	2016-12-23	observed_on	105.8347320	21.0379090		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6616869/square.jpg
5387532	trcarlisle	81949	2016-12-23	observed_on	105.8349790	21.0377080		open	research	https://inaturalist-open-data.s3.amazonaws.com/photos/6617052/square.jpg
5506987	nhan	250280	2014-03-30	observed_on	105.8341598	21.0277644	5054	open	needs_id	https://inaturalist-open-data.s3.amazonaws.com/photos/6789522/square.jpg
